# spell_id	raw_hex	name_offset_byte	desc_offset_byte
# Extracted from 3.3.5a Spell.dbc (record_size=936, field_count=234)
# Name field at byte offset 544, Description field at byte offset 680
64915	93fd0000000000000000000000000000c0000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000650000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ffffffff00000000000000000600000000000000000000000100000000000000000000000000000000000000000000001300000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000006c0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000160000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000042f81f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff005bf81f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff000000000000000000000000000000000008000000000000000000000000000000000000000000000000000000000000000000803f0000803f0000803f00000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000803f000000000000000000000000	544	680
64925	9dfd0000000000000000000000000000c0000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000650000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ffffffff00000000000000000600000000000000000000000100000000000000000000000000000000000000000000001300000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000006c0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000160000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000066fb1f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff008afb1f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff00000000000000000000000000000000000b000000000000000000000000000000000000000000000000000000000000000000803f0000803f0000803f00000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000803f000000000000000000000000	544	680
64931	a3fd0000000000000000000000000000c0000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000650000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ffffffff00000000000000000600000006000000060000000100000001000000010000000000000000000000000000001300000009000000090000000000000000000000000000000100000001000000010000000000000000000000000000000000000000000000000000006c0000006c0000006c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000160000000000000016000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000040000000000800000000000040000000000000000000000000000000000000001000000000000000000000006fe1f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff0021fe1f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff000000000000000000000000000000000005000000000000000000000000000000000000000000000000000000000000000000803f0000803f0000803f000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000	544	680
64932	a4fd0000000000000000000000000000c0000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000650000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ffffffff00000000000000000600000000000000000000000100000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000006b000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000400000000000000004000000000000000000000000000000000000000000000000000000000000000100000000000000000000007afe1f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff0095fe1f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff000000000000000000000000000000000005000000000000000000000000000000000000000000000000000000000000000000803f0000803f0000803f000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000	544	680
64933	a5fd0000000000000000000000000000c0000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000650000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ffffffff00000000000000000600000000000000000000000100000000000000000000000000000000000000000000000900000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000006b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000400000000000000000000000000000000000000000000000000000000000000010000000000000000000000edfe1f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff0013ff1f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000803f0000803f0000803f000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000	544	680
64936	a8fd0000000000000000000000000000c0000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000650000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ffffffff0000000000000000060000000000000000000000010000000000000000000000000000000000000000000000f5ffffff00000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000006d00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c0000000000000000000000000000000000000000000000a6fd0000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000005bff1f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff0081ff1f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000803f0000803f0000803f00000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000803f000000000000000000000000	544	680
64938	aafd0000000000000000000000000000c0000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000010100000280000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ffffffff00000000000000000600000000000000000000000100000000000000000000000000000000000000000000000900000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000002a0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000070000000000000000000000000000000000000000000000a9fd000000000000000000000000000000000000000000000000000040000000000000000400000000000000000000000000000000000000000000000000000000000000010000000000000000000000cbff1f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff00ecff1f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000803f0000803f0000803f000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000	544	680
64939	abfd0000000000000000000000000000c0000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000010100000280000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ffffffff00000000000000000600000000000000000000000100000000000000000000000000000000000000000000000900000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000006b0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000070000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020004000000000000040000000000000000000000000000000000000000000000000000000000000001000000000000000000000052002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff0073002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000803f0000803f0000803f000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000	544	680
67121	31060100000000000000000000000000c0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000650000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ffffffff00000000000000000600000006000000060000000100000001000000010000000000000000000000000000002ff8ffffb70b0000040000000000000000000000000000000100000001000000010000000000000000000000000000000000000000000000000000006b0000006b0000006c0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000b0000000100000016000000000000000000000000000000000000000000000000000000000000000000000000000000000000000800000000000000001000000000000000000000000000000001000000000000000000000000000001000000000000000000000046e92000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff0065e92000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff000000000000000000000000000000000007000000000000000000000000000000000000000000000000000000000000000000803f0000803f0000803f000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000	544	680
67123	33060100000000000000000000000000c0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000650000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ffffffff0000000000000000060000000600000000000000010000000100000000000000000000000000000000000000040000001fd1ffff000000000000000000000000000000000100000001000000000000000000000000000000000000000000000000000000000000006b0000006b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000070000000b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000000000040000000000000000000000000000000000000000000000000001000000000000000000000030ea2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff004fea2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff000000000000000000000000000000000007000000000000000000000000000000000000000000000000000000000000000000803f0000803f0000803f000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000	544	680
